鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
北屯區,租賃房屋,臺中市北屯區文心路四段５０６號１９樓之６,9.89,住,,,1140121,土地1建物1車位0,十九層,22,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1040423,132.26,3,2,2,有,有,有,36000,272,,0.0,0,租金總額含管理費；續租案件；,RPTNMLLLJHKGFBB47CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、洗衣機、電視機、冰箱,
北屯區,車位,臺中市北屯區文心路四段２７８號等公共設施B２-３２９,0.0,,,,1140121,土地0建物0車位1,,,其他,,,,27.23,0,0,0,無,無,無,3000,,坡道平面,27.23,3000,其他清潔保養費；,RPWOMLLLJHKGFBB87CC,,,1140201~1150131,,,
太平區,租賃房屋,臺中市太平區樹孝路４５７巷１７號,0.0,,,,1140121,土地0建物1車位0,全,4,透天厝,住宅、停車空間、梯間,鋼筋混凝土造,0900402,186.08,5,2,3,有,無,無,15300,82,,0.0,0,社會住宅包租代管公會版4期405-1續租案件；,RPPNMLLLJHKGFJB87CC,整棟(戶)出租,無,1140205~1150204,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
太平區,租賃房屋,臺中市太平區樹孝路４５７巷１９號,0.0,,,,1140121,土地0建物1車位0,全,4,透天厝,住宅、停車空間、梯間,鋼筋混凝土造,0900402,219.61,6,2,5,有,無,無,15700,71,,0.0,0,社會住宅包租代管公會版4期399-1續租案件；,RPTNMLLLJHKGFJB28CC,整棟(戶)出租,無,1140205~1150204,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區太原路三段３９１號八樓之１,0.0,,,,1140121,土地0建物1車位1,八層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120711,151.3,3,2,2,有,有,有,28000,222,坡道平面,29.59,1000,社會住宅包租代管公會版4期386-1續租案件；,RPPNMLMLJHKGFBB17CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區文心路四段６７２號５樓之３７,0.0,,,,1140121,土地0建物1車位0,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841124,43.44,1,0,1,有,有,有,11800,272,,0.0,0,,RPRNMLMLJHKGFBB37CC,獨立套房,有,1140121~1150120,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北區,租賃房屋,臺中市北區太平北街８號３樓之１,0.0,,,,1140121,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790312,31.4,1,0,1,有,有,有,7200,229,,0.0,0,台中市政府包租代管計畫。管理費800元由出租人負擔。,RPTNMLMLJHKGFBB57CC,獨立套房,無,1140222~1150221,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北屯區,租賃房屋,臺中市北屯區文心路四段６７２號１２樓之１５,0.0,,,,1140122,土地0建物1車位0,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841124,37.61,1,0,1,有,有,有,6000,160,,0.0,0,社會住宅包租代管公會版41期246續租案件；,RPSOMLMLJHKGFBB57CC,獨立套房,有,1140301~1150228,有,冷氣、熱水器、電視機、冰箱,社會住宅代管
北屯區,租賃房屋,臺中市北屯區遼寧路一段３７７號十一樓,0.0,,,,1140122,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,156.24,4,2,2,有,有,有,17200,110,,0.0,0,未租賃車位，建物登記含有車位面積；續租案件；,RPRPMLMLJHKGFBB57CC,整棟(戶)出租,有,1140201~1150131,有,熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
西屯區,租賃房屋,臺中市西屯區青海南街３３號七樓之７,0.0,,,,1140121,土地0建物1車位0,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071126,69.82,1,1,1,有,有,有,21066,302,,0.0,0,台中市政府包租代管計畫。管理費2034元由出租人負擔。,RPOOMLMLJHKGFCB27CC,獨立套房,有,1140205~1150204,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋,臺中市南屯區保安十街１５０號二樓之１,0.0,,,,1140121,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),寄宿舍,鋼筋混凝土造,1110728,35.14,1,0,1,有,無,有,10700,304,,0.0,0,,RPQOMLMLJHKGFCB47CC,獨立套房,有,1140221~1150220,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
北屯區,租賃房屋+車位,臺中市北屯區環太東路４６７號二樓之３,0.0,,,,1140121,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090820,149.23,3,2,2,有,有,有,19500,136,坡道平面,23.87,2500,,RPVNMLNLJHKGFBB87CC,整棟(戶)出租,有,1140123~1150122,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區文心路四段２８８號６樓之１３,0.0,,,,1140123,土地0建物1車位1,六層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,124.76,2,1,2,有,有,有,25000,200,坡道平面,27.23,0,租金總額含管理費；,RPOOMLNLJHKGFBB27CC,整棟(戶)出租,有,1140201~1150731,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
北區,租賃房屋,臺中市北區北平四街５號１４樓之９,0.0,,,,1140121,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071130,75.64,1,1,1,有,有,有,22755,301,,0.0,0,未租賃車位，建物登記含有車位面積；,RPQOMLNLJHKGFBB47CC,整棟(戶)出租,有,1140115~1150114,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般代管
北區,租賃房屋,臺中市北區五常街１９１巷７之４號,0.0,,,,1140122,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760529,99.42,3,2,2,有,無,有,15000,151,,0.0,0,續租案件；,RPTOMLNLJHKGFBB77CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區梅川東路四段１０５號１２樓之２０,4.41,住,,,1140123,土地1建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0831222,46.36,1,0,1,有,有,有,9800,211,,0.0,0,多人共同承租2；,RPUOMLNLJHKGFBB87CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,
北屯區,租賃房屋+車位,臺中市北屯區環太東路４６７號３樓之９,0.0,,,,1140123,土地0建物1車位1,三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090820,122.74,3,2,1,有,有,有,21000,171,坡道平面,23.87,0,其他車位租金；,RPQPMLNLJHKGFBB57CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區山西東二街３２之３號３樓之３,0.0,,,,1140121,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800628,60.519999999999996,1,1,1,有,有,有,12000,198,,0.0,0,,RPRPMLNLJHKGFBB67CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區環太東路５６６號七樓之１１,0.0,,,,1140121,土地0建物1車位1,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130605,154.10000000000002,2,2,2,有,有,無,25000,162,坡道平面,27.6,0,多人共同承租2；租金總額含管理費；,RPXPMLNLJHKGFBB28CC,整棟(戶)出租,有,1140203~1150202,有,冷氣、熱水器,一般包租
西屯區,租賃房屋,臺中市西屯區西安街１２６號２樓,0.0,,,,1140122,土地0建物0車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0841123,13.5,9,0,9,有,無,有,5800,430,,0.0,0,,RPQOMLNLJHKGFCB57CC,分租套房,無,1140126~1140725,無,冷氣、熱水器、電視機、冰箱、網路,一般轉租
西屯區,租賃房屋,臺中市西屯區西安街１２６號５樓,0.0,,,,1140123,土地0建物0車位0,五層,,公寓(5樓含以下無電梯),,,,12.8,9,0,9,有,無,有,5500,430,,0.0,0,,RPUOMLNLJHKGFCB97CC,分租套房,無,1140127~1150126,無,冷氣、熱水器、電視機、冰箱、網路,一般轉租
西屯區,租賃房屋,臺中市西屯區烈美街１００號５樓之２,0.0,,,,1140121,土地0建物0車位0,五層,5,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1081007,34.55,5,0,5,有,無,有,14500,420,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPVOMLNLJHKGFCB08CC,分租套房,無,1140121~1150120,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
南屯區,租賃房屋+車位,臺中市南屯區嶺東南路１５９號２樓之３,0.0,,,,1140123,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090814,137.56,3,1,1,有,有,有,21700,199,坡道平面,37.24,1700,續租案件；,RPQPMLNLJHKGFCB67CC,整棟(戶)出租,有,1140210~1150209,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
潭子區,租賃房屋,臺中市潭子區復興路一段６３之２號,0.0,,,,1140121,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710720,77.26,3,2,1,有,無,有,16000,207,,0.0,0,,RPQNMLNLJHKGFHB97CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器,社會住宅代管
霧峰區,租賃房屋,臺中市霧峰區振德街２９巷９號７樓,0.0,,,,1140122,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0930301,145.36,3,2,2,有,有,有,17000,117,,0.0,0,續租案件；,RPUNMLNLJHKGFIB48CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
太平區,租賃房屋,臺中市太平區大源二街３２號,0.0,,,,1140121,土地0建物1車位0,全,2,透天厝,住宅、店舖,加強磚造,0680425,106.4,2,1,2,有,無,無,15000,141,,0.0,0,,RPRNMLNLJHKGFJB28CC,整棟(戶)出租,無,1140215~1150214,無,熱水器,社會住宅代管
太平區,租賃房屋,臺中市太平區永成北路１５８巷２２號七樓,0.0,,,,1140123,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0810526,91.35000000000001,2,2,2,有,有,無,12400,136,,0.0,0,續租案件；,RPSNMLNLJHKGFJB38CC,整棟(戶)出租,有,1140205~1150204,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區原子街１６２號５樓之１４,0.0,,,,1140124,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801114,31.86,1,0,1,有,有,有,7500,235,,0.0,0,社會住宅包租代管公會版41期247,RPPNMLOLJHKGFBB37CC,獨立套房,無,1140205~1150204,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區環太東路５２０號十樓之５,0.0,,,,1140123,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110425,118.07,2,2,1,有,有,有,21000,178,坡道平面,24.59,0,,RPSNMLOLJHKGFBB67CC,整棟(戶)出租,有,1140201~1160131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般包租
北區,租賃房屋,臺中市北區博館一街１３之１號,0.0,,,,1140121,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700130,102.42,4,2,2,有,無,無,12000,117,,0.0,0,台中市政府包租代管計畫。,RPUNMLOLJHKGFBB87CC,整棟(戶)出租,無,1140201~1150131,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區東光東街８１號７樓之１６,0.0,,,,1140124,土地0建物1車位0,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,38.4,1,0,1,有,有,有,9500,247,,0.0,0,,RPXNMLOLJHKGFBB18CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
北屯區,租賃房屋+車位,臺中市北屯區昌平路二段１２之１５巷２０號１３樓,0.0,,,,1140121,土地0建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831210,115.10000000000001,3,2,2,有,有,有,23000,200,坡道平面,33.62,0,租金總額含管理費；,RPVOMLOLJHKGFBB08CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,一般包租
北屯區,租賃房屋,臺中市北屯區崇德六路２８號八樓之１,0.0,,,,1140123,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820831,133.68,2,2,2,有,有,有,16703,125,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。管理費2297元由出租人負擔。,RPOPMLOLJHKGFBB47CC,整棟(戶)出租,有,1140223~1150222,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
北屯區,租賃房屋,臺中市北屯區興安路一段１３３巷１３之１號,0.0,,,,1140123,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741016,102.22,2,2,2,有,無,有,18000,176,,0.0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。,RPPPMLOLJHKGFBB57CC,整棟(戶)出租,無,1140219~1150218,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
北區,租賃房屋,臺中市北區自強街３７巷１０號,0.0,,,,1140122,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0731220,97.16,5,3,2,有,無,無,27000,278,,0.0,0,此為台中市政府社會住宅包租代管計畫。,RPUQMLOLJHKGFBB18CC,整棟(戶)出租,無,1140130~1150129,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋,臺中市南屯區保安十街１５０號六樓之２８,0.0,,,,1140122,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),寄宿舍,鋼筋混凝土造,1110728,35.370000000000005,1,0,1,有,無,有,11000,311,,0.0,0,,RPQNMLOLJHKGFCB57CC,獨立套房,有,1140122~1150121,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
西屯區,租賃房屋,臺中市西屯區福聯街１５巷９號三樓之２３,0.0,,,,1140123,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830908,22.22,1,0,1,有,有,有,4177,188,,0.0,0,台中市政府包租代管計畫。管理費323元由出租人負擔。,RPPOMLOLJHKGFCB57CC,獨立套房,有,1140128~1150127,有,熱水器、洗衣機、冰箱,社會住宅代管
南屯區,租賃房屋,臺中市南屯區保安十街１５０號二樓之２,0.0,,,,1140123,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),寄宿舍,鋼筋混凝土造,1110728,33.53,1,0,1,有,無,有,10500,313,,0.0,0,,RPQOMLOLJHKGFCB67CC,獨立套房,有,1140221~1150220,有,冷氣、熱水器、洗衣機、冰箱,一般轉租
西屯區,租賃房屋,臺中市西屯區長安路二段２７２號５樓之１０,0.0,,,,1140122,土地0建物1車位0,見其他登記事項,14,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,0921104,201.44,4,2,2,有,有,有,20000,99,,0.0,0,此為台中市政府社會住宅包租代管計畫。,RPTOMLOLJHKGFCB97CC,整棟(戶)出租,有,1140220~1150219,有,熱水器、瓦斯或天然氣,社會住宅代管
南屯區,租賃房屋,臺中市南屯區大墩六街３５０巷９０號,0.0,,,,1140123,土地0建物0車位0,全,5,透天厝,店鋪、樓梯間、停車空間、住宅、機電設備空間,鋼筋混凝土造,1081023,30.84,20,0,20,有,無,有,18000,584,,0.0,0,租金總額含網路費；其他網路電視；續租案件；,RPPPMLOLJHKGFCB67CC,分租套房,無,1140226~1150225,有,冷氣、洗衣機、電視機、冰箱、網路,一般代管
南屯區,租賃房屋,臺中市南屯區大墩六街３５０巷９０號,0.0,,,,1140123,土地0建物0車位0,全,5,透天厝,店鋪、樓梯間、停車空間、住宅、機電設備空間,鋼筋混凝土造,1081023,30.84,20,0,20,有,無,有,13800,447,,0.0,0,租金總額含網路費；其他網路電視；續租案件；,RPQPMLOLJHKGFCB77CC,分租套房,無,1140226~1150225,有,冷氣、洗衣機、電視機、冰箱、網路,一般代管
西屯區,租賃房屋+車位,臺中市西屯區國安一路１３３號１５樓之７,0.0,,,,1140124,土地0建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,89.46000000000001,2,1,1,有,有,有,18500,207,坡道平面,22.28,0,,RPSPMLOLJHKGFCB97CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
西屯區,租賃房屋,臺中市西屯區國安一路１２７號５樓之２,0.0,,,,1140124,土地0建物1車位0,五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991119,70.78,2,1,1,有,有,有,18000,254,,0.0,0,,RPTPMLOLJHKGFCB08CC,整棟(戶)出租,有,1140125~1150124,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
豐原區,租賃房屋,臺中市豐原區富陽路３號十一樓之２,0.0,,,,1140122,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1081227,128.64,3,2,2,有,有,無,20000,155,,0.0,0,,RPQNMLOLJHKGFDB67CC,整棟(戶)出租,有,1140130~1150129,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
烏日區,租賃房屋,臺中市烏日區高鐵三路１７號１４樓之２,0.0,,,,1140122,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100621,102.31,2,2,2,有,有,有,21700,212,,0.0,0,,RPTNMLOLJHKGFIB48CC,整棟(戶)出租,有,1140218~1150217,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
大肚區,租賃房屋,臺中市大肚區平等街２１５巷６號,0.0,,,,1140123,土地0建物1車位0,全,4,透天厝,住宅,鋼筋混凝土造,1101111,183.97,5,2,3,有,無,有,22000,120,,0.0,0,續租案件；,RPPNMLOLJHKGFKB28CC,整棟(戶)出租,無,1140205~1150204,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
北屯區,租賃房屋,臺中市北屯區南興路７８２號,21.1,住,,,1140122,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),店舖,鋼筋混凝土造,1130229,168.63,0,0,0,無,有,無,80000,474,,0.0,0,租金總額含稅；未租賃車位，建物登記含有車位面積；租賃期間有約定不同租金114/01/22-114/02/28，裝修期免收租金。114/03/01-117/01/31，每月新台幣捌萬元整。                                             租金含租賃稅、補充健保費；,RPPNMLQLJHKGFBB57CC,,有,1140122~1170131,有,,
西屯區,租賃房屋+車位,臺中市西屯區至善路３８巷５８號５樓之１,0.0,,,,1140125,土地0建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980121,104.8,2,1,1,有,有,有,22000,210,坡道平面,26.94,0,多人共同承租2；租金總額含管理費；,RPRNMLQLJHKGFCB87CC,整棟(戶)出租,無,1140210~1150209,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般代管
西屯區,租賃房屋,臺中市西屯區四川三街２９號,0.0,,,,1140122,土地0建物0車位0,全,6,透天厝,住商用,鋼筋混凝土造,0830823,13.0,29,2,31,有,無,有,11300,869,,0.0,0,租金總額含網路費；其他公區使用、清潔服務、垃圾代收；租賃建物部分範圍，且未計入共有部分面積；,RPTNMLRLJHKGFCB18CC,分租套房,無,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
西屯區,租賃房屋,臺中市西屯區四川三街２９號,0.0,,,,1140122,土地0建物0車位0,全,6,透天厝,住商用,鋼筋混凝土造,0830823,16.5,29,2,31,有,無,有,12300,745,,0.0,0,租金總額含網路費；其他公區使用、清潔服務、垃圾代收；租賃建物部分範圍，且未計入共有部分面積；,RPUNMLRLJHKGFCB28CC,分租套房,無,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
西屯區,租賃房屋,臺中市西屯區四川三街２９號,0.0,,,,1140122,土地0建物0車位0,全,6,透天厝,住商用,鋼筋混凝土造,0830823,16.0,29,2,31,有,無,有,12300,769,,0.0,0,租金總額含網路費；其他公區使用、清潔服務、垃圾代收；租賃建物部分範圍，且未計入共有部分面積；,RPVNMLRLJHKGFCB38CC,分租套房,無,1140201~1150131,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
西屯區,租賃房屋,臺中市西屯區四川三街２９號,0.0,,,,1140122,土地0建物0車位0,全,6,透天厝,住商用,鋼筋混凝土造,0830823,16.0,29,2,31,有,無,有,12300,769,,0.0,0,租金總額含網路費；其他公區使用、清潔服務、垃圾代收；租賃建物部分範圍，且未計入共有部分面積；,RPWNMLRLJHKGFCB48CC,分租套房,無,1140202~1150201,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、有線電視、網路,一般轉租
北屯區,租賃房屋,臺中市北屯區昌平路二段３１巷２７號,0.0,,,,1140122,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0780627,209.89,5,2,2,有,無,有,28000,133,,0.0,0,此為台中市政府社會住宅包租代管計畫。,RPRNMLNJKHKGFBB37CC,整棟(戶)出租,無,1140127~1141219,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
北屯區,車位,臺中市北屯區文心路四段２７８號等公共設施車位B４-５４,0.0,,,,1140125,土地0建物0車位1,,,其他,,,,13.62,0,0,0,無,無,無,2200,,坡道機械,13.62,2200,其他清潔保養費；續租案件；,RPPOMLNJKHKGFBB27CC,,,1140210~1150209,,,
北屯區,租賃房屋+車位,臺中市北屯區環太東路５６８號十樓之１７,0.0,,,,1140126,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130605,117.12,2,2,1,有,有,無,20500,175,坡道平面,27.6,0,多人共同承租2；租金總額含管理費；,RPQOMLNJKHKGFBB37CC,整棟(戶)出租,有,1140210~1160209,有,冷氣、熱水器,一般包租
北屯區,車位,臺中市北屯區文心路四段２７８號等公共設施車位B４-９７,0.0,,,,1140124,土地0建物0車位1,,,其他,,,,13.62,0,0,0,無,無,無,2500,,坡道機械,13.62,2500,其他清潔保養費；,RPSOMLNJKHKGFBB57CC,,,1140128~1150527,,,
北屯區,租賃房屋+車位,臺中市北屯區軍榮街６號十一樓之６,0.0,,,,1140125,土地0建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991203,153.97,3,2,2,有,有,有,24500,159,坡道平面,30.89,0,,RPUOMLNJKHKGFBB77CC,整棟(戶)出租,有,1140126~1150125,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般包租
南屯區,租賃房屋+車位,臺中市南屯區大墩路７００號７樓之５,25.03,住,,,1140122,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980904,231.38,3,2,2,有,有,有,42365,183,坡道平面,0.0,0,續租案件；,RPRNMLNJKHKGFCB47CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
西屯區,租賃房屋+車位,臺中市西屯區台灣大道三段６９９號２３樓之７,6.34,商,,,1140124,土地1建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980914,48.74,1,1,1,有,有,有,21000,431,坡道機械,0.0,0,,RPWNMLNJKHKGFCB97CC,獨立套房,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
南屯區,租賃房屋,臺中市南屯區寶山二街５號十三樓之１１,0.0,,,,1140123,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870505,96.93,2,2,1,有,有,有,21800,225,,0.0,0,社會住宅包租代管公會版4期未租賃車位，建物登記含有車位面積；續租案件；,RPQOMLNJKHKGFCB47CC,整棟(戶)出租,有,1140301~1150228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
西屯區,車位,臺中市西屯區文心路三段６-１號等公共設施車位B４-２２６,0.0,,,,1140124,土地0建物0車位1,,,其他,,,,35.91,0,0,0,無,無,無,2500,,坡道平面,35.91,2500,其他清潔保養費；續租案件；,RPSOMLNJKHKGFCB67CC,,,1140203~1150202,,,
太平區,租賃房屋+車位,臺中市太平區環中東路三段６５０號十三樓之１０,0.0,,,,1140124,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1130701,111.56,2,2,1,有,有,有,23600,258,坡道平面,30.03,2600,,RPPNMLNJKHKGFJB97CC,整棟(戶)出租,有,1140201~1150131,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
龍井區,租賃房屋,臺中市龍井區新興路３巷１６號４F,0.0,,,,1140125,土地0建物0車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820317,10.0,15,0,15,有,無,有,6800,680,,0.0,0,租金總額含水費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；,RPQNMLNJKHKGFKB18CC,分租套房,無,1140125~1140619,有,冷氣、熱水器、電視機、冰箱、網路,一般轉租
北區,租賃房屋,臺中市北區山西路一段７１號八樓之４,0.0,,,,1140124,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880624,56.18,1,1,1,有,有,有,13330,237,,0.0,0,台中市政府包租代管計畫。管理費1170元由出租人負擔。,RPPNMLOJKHKGFBB27CC,獨立套房,有,1140223~1150222,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
